1,3,7,14
0.20,0.10,0.00,0.00
0.11,0.14,0.11,0.08
0.13,0.00,0.00,0.00
0.17,0.15,0.15,0.02
0.17,0.05,0.07,0.00
0.15,0.15,0.07,0.15
0.17,0.13,0.09,0.15
0.21,0.12,0.10,0.02
0.34,0.26,0.19,0.13
0.25,0.19,0.20,0.19
0.26,0.16,0.19,0.19
0.25,0.12,0.19,0.17
0.19,0.13,0.13,0.05
0.21,0.16,0.13,0.07
0.22,0.19,0.12,0.06
